expression,reading,meaning,tags,guid,vietnamese_definition
笛,ふえ,"flute, whistle",JLPT JLPT_2 JLPT_3,j~98+xAGu/,Sáo
不可,ふか,"wrong, bad, impossible",JLPT JLPT_2 JLPT_3,c4*Ann{K[p,KHÔNG
深まる,ふかまる,to deepen,JLPT JLPT_2 JLPT_3,nFYj_QbHY$,làm sâu sắc thêm
武器,ぶき,"weapon, arms",JLPT JLPT_2 JLPT_3,"k{:ASZ}`4,",cánh tay
拭く,ふく,"to wipe, to dry",JLPT JLPT_2 JLPT_3,C+1a]]!)6B,lau đi
服装,ふくそう,"clothes, attire",JLPT JLPT_2 JLPT_3,zfH3Izi6=g,quần áo
含む,ふくむ,"to contain, to include",JLPT JLPT_2 JLPT_3,qU@`!oQ_~},bao gồm
含める,ふくめる,to include,JLPT JLPT_2 JLPT_3,Lp<OS_$:v^,bao gồm
袋,ふくろ,"bag, sack",JLPT JLPT_2 JLPT_3,fF&Fkk&[N(,cái túi
不幸,ふこう,"unhappiness, sorrow, misfortune",JLPT JLPT_2 JLPT_3,n27gAU4MS<,Không may
節,ふし,"tune, tone, knob",JLPT JLPT_2 JLPT_3,meTR#p8LaO,Lễ hội
無事,ぶじ,"safety, peace",JLPT JLPT_2 JLPT_3,c|X1eKToE(,An toàn
不思議,ふしぎ,"mystery, curiosity",JLPT JLPT_2 JLPT_3,i2aoaA[Rbt,thắc mắc
不自由,ふじゆう,"discomfort, disability, inconvenience",JLPT JLPT_2 JLPT_3,OXxKs56cIo,Không tự do
夫人,ふじん,"wife, Mrs, madam",JLPT JLPT_2 JLPT_3,"L,Jr>b/Q=,",quý bà
婦人,ふじん,woman (same as 女性 (じょせい)、女の人 (おんなのひと)),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,MGNGYZeM?*,đàn bà
不正,ふせい,"injustice, unfairness",JLPT JLPT_2 JLPT_3,J.&5HDb8II,Gian lận
防ぐ,ふせぐ,"to defend (against), to protect, to prevent",JLPT JLPT_2 JLPT_3,O_+;lEJg#],ngăn chặn
不足,ふそく,"insufficiency, shortage",JLPT JLPT_2 JLPT_3,Ip|9ih@[9P,không đủ
舞台,ぶたい,stage (theater),JLPT JLPT_2 JLPT_3,rkMf{ZSRD@,sân khấu
双子,ふたご,"twins, a twin",JLPT JLPT_2 JLPT_3,Bb6Pii78=4,sinh đôi
再び,ふたたび,"again, once more, a second time",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,C$(!v<U~%+,lại
普段,ふだん,"in everyday situations, usually, ordinarily",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,scK7$1)*7n,thông thường
縁,ふち,"edge, rim",JLPT JLPT_2 JLPT_3,Nc2^vNEcht,bờ rìa
打つ,ぶつ,"to hit, to strike",JLPT JLPT_2 JLPT_3,rp}j9GjVWq,đánh đập
不通,ふつう,"blockade, interruption, stoppage",JLPT JLPT_2 JLPT_3,qN|Fjh.;To,Không hoạt động
物価,ぶっか,(commodity/consumer) prices,JLPT Genki_Ln.13 Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.6 Genki,ihU<14Ch9m,giá 
ぶつかる,ぶつかる,"to strike, to collide with",JLPT JLPT_2 JLPT_3,l|QjAIGc3_,va chạm
ぶつける,ぶつける,"to knock, to strike hard, to hit and attack",JLPT JLPT_2 JLPT_3,F|EgJ%pFG_,đánh
物質,ぶっしつ,"material, substance",JLPT JLPT_2 JLPT_3,Au^iDD.N(f,chất
物理,ぶつり,physics,JLPT JLPT_2 JLPT_3,vOwM[uj*81,vật lý
筆,ふで,writing brush,JLPT JLPT_2 JLPT_3,AAA2r[Yuck,Cái bút
ふと,ふと,"suddenly, accidentally, incidentally",JLPT JLPT_2 JLPT_3,ueC<>j12PB,Đột nhiên
部分,ぶぶん,"portion, section, part",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,"iSJ`*:5M,+",phần
不平,ふへい,"complaint, discontent, dissatisfaction",JLPT JLPT_2 JLPT_3,xl2t9%M;*h,Bất công
不満,ふまん,"dissatisfaction, discontent, complaints",JLPT JLPT_2 JLPT_3,I5+Cu{SM(2,sự bất mãn
増やす,ふやす,"to increase (v.t.), to add to",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,Ar(_{MW+^n,tăng
殖やす,ふやす,"to increase, to add to",JLPT JLPT_2 JLPT_3,yaa{zbSv|8,tăng
プラス,プラス,plus,JLPT JLPT_2 JLPT_3,IhKRA}1l&s,cộng thêm
プラスチック,プラスチック,plastic,JLPT JLPT_2 JLPT_3,fkV!PD4#0R,nhựa
プラン,プラン,plan,JLPT JLPT_2 JLPT_3,E)+h>:kQ+P,Kế hoạch
不利,ふり,"disadvantage, drawback",JLPT JLPT_2 JLPT_3,uWj1Y*sKn!,không thuận lợi
振る,ふる,"to wave, to shake; to sprinkle; to cast (actor)",JLPT JLPT_2 JLPT_3,"re,?~GZ/4O",lắc
震える,ふるえる,"to shiver, to shake, to quake",JLPT JLPT_2 JLPT_3,"E(?h_-A^M,",run rẩy
ブレーキ,ブレーキ,a brake,JLPT JLPT_2 JLPT_3,J$]6GJ*G:F,phanh
触れる,ふれる,"to touch, to feel, to violate",JLPT JLPT_2 JLPT_3,GdRl?vrR-7,chạm
プロ,プロ,professional,JLPT JLPT_2 JLPT_3,r@c|.GwEZG,chuyên nghiệp
分,ぶん,"dividing, part, segment",JLPT JLPT_2 JLPT_3,B<D}`v5/5#,điểm
文,ぶん,sentence,JLPT JLPT_2 JLPT_3,rA-6gilLFb,nghệ thuật
雰囲気,ふんいき,"atmosphere (e.g., musical), mood, ambiance",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,u~WAeLx^(1,bầu không khí
分析,ぶんせき,analysis,JLPT JLPT_2 JLPT_3,BW:70ufQAS,phân tích
文明,ぶんめい,civilization,JLPT JLPT_2 JLPT_3,sa[`h{Q=[9,nền văn minh
分野,ぶんや,"field, sphere",JLPT JLPT_2 JLPT_3,H9@l-COvuo,cánh đồng
塀,へい,"wall, fence",JLPT JLPT_2 JLPT_3,b`Q#tC3%LL,tường
平均,へいきん,"equilibrium, balance, average",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5,"Ipp8-,$Ihp",trung bình
平和,へいわ,peace,JLPT JLPT_2 JLPT_3,pDR:k1Uvab,hòa bình
別に,べつに,"(not) particularly, nothing",JLPT JLPT_2 JLPT_3,N>j!Oh:%5^,Không hẳn
減らす,へらす,"to decrease, to diminish",JLPT JLPT_2 JLPT_3,L|9vM+.g[_,giảm bớt
減る,へる,"to decrease (in size or number), to diminish",JLPT JLPT_2 JLPT_3,M^Mg^hFF~i,giảm bớt
ベルト,ベルト,Belt for western clothes,JLPT JLPT_2 JLPT_3,GTcb.}|Giw,thắt lưng
変化,へんか,"change, variation, shift",JLPT JLPT_2 JLPT_3,j9UWX/@2ih,thay đổi
ペンキ,ペンキ,paint,JLPT JLPT_2 JLPT_3,DLO8LLG3|x,sơn
変更,へんこう,"change, modification, alteration",JLPT JLPT_2 JLPT_3,bB&QqdWqmy,thay đổi
ベンチ,ベンチ,bench,JLPT JLPT_2 JLPT_3,"l,WHbG]2JH",ghế dài
弁当,べんとう,box lunch,JLPT JLPT_2 JLPT_3,zNBqv(&}s^,hộp cơm bento
方,ほう,side,JLPT JLPT_2 JLPT_3,gma?L!#ps{,phương hướng
法,ほう,Act (law: the X Act),JLPT JLPT_2 JLPT_3,okCQ@hxlIS,Pháp luật
棒,ぼう,"pole, rod, stick",JLPT JLPT_2 JLPT_3,funENr~TQC,Tuyệt
冒険,ぼうけん,"risk, venture, adventure",JLPT JLPT_2 JLPT_3,Fyl;77x&X*,cuộc phiêu lưu
方向,ほうこう,"direction, course, way",JLPT JLPT_2 JLPT_3,QgNti^#[oD,phương hướng
報告,ほうこく,"report, information",JLPT JLPT_2 JLPT_3,y4Y?|#~uOX,Báo cáo
宝石,ほうせき,"gem, jewel",JLPT JLPT_2 JLPT_3,Dj6XgRBu}x,viên ngọc
包装,ほうそう,"packing, wrapping",JLPT JLPT_2 JLPT_3,Otsl}ZzWXb,Bưu kiện
豊富,ほうふ,"abundance, plenty",JLPT JLPT_2 JLPT_3,Cs6%u[Qn0$,Dồi dào
方法,ほうほう,"method, means, technique",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,isN8<2KrA#,phương pháp
方々,ほうぼう,"here and there, everywhere",JLPT JLPT_2 JLPT_3,wl^OUsh)0d,nhiều nơi
訪問,ほうもん,"call, visit",JLPT JLPT_2 JLPT_3,hsC[X6BGUF,truy cập
吠える,ほえる,"to bark, to howl",JLPT JLPT_2 JLPT_3,r$WR%olfa6,vỏ cây
ボーイ,ボーイ,porter; boy,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.6,Im8]7VT7{#,Con trai
ボート,ボート,rowing boat,JLPT JLPT_2 JLPT_3,xMp/lL<RR-,thuyền
ホーム,ホーム,platform; home,JLPT JLPT_2 JLPT_3,EyGV_xL&38,Trang chủ
ボール,ボール,ball; bowl,JLPT JLPT_3 JLPT_2 Genki_Ln.22 Genki,CO}gO)BA1a,quả bóng
他,ほか,other (esp. places and things),JLPT JLPT_2 JLPT_3,vw>|`^Bt^u,Anh ta
誇り,ほこり,pride,JLPT JLPT_2 JLPT_3,yj*)/<J;Jj,kiêu hãnh
埃,ほこり,dust,JLPT JLPT_2 JLPT_3,AO.~g!:dGf,bụi
保証,ほしょう,"guarantee, assurance, warranty",JLPT JLPT_2 JLPT_3,oroU@#(;}/,bảo đảm
保存,ほぞん,"preservation, conservation",JLPT JLPT_2 JLPT_3,hSWOh8}x1v,giữ
歩道,ほどう,walkway,JLPT JLPT_2 JLPT_3,oWq+gh5t1f,vỉa hè
仏,ほとけ,Buddha,JLPT JLPT_2 JLPT_3,r;K:#?B1W_,Đức Phật
骨,ほね,bone,JLPT JLPT_2 JLPT_3,F)(n<tky^7,xương
炎,ほのお,flame,JLPT JLPT_2 JLPT_3,td^&#ApIPe,viêm
頬,ほほ,cheek (of face),JLPT JLPT_2 JLPT_3,MW?sJAMVg:,má
頬,ほお,cheek (of face),JLPT JLPT_2 JLPT_3,eOL%=W-J#7,má
ほぼ,ほぼ,"almost, roughly",JLPT JLPT_2 JLPT_3,d^=kc;gm+o,hầu hết
微笑む,ほほえむ,to smile,JLPT JLPT_2 JLPT_3,wVB=qNZz4J,nụ cười
堀,ほり,"moat, canal",JLPT JLPT_2 JLPT_3,FxbDaPc9#x,hào nước
濠,ほり,moat,JLPT JLPT_2 JLPT_3,tU(_Pmvb9R,hào nước
本当,ほんと,"truth, reality",JLPT JLPT_2 JLPT_3,b&f5kLt[Ac,ĐÚNG VẬY
本人,ほんにん,the person himself,JLPT JLPT_2 JLPT_3,I0[E+qY%jw,Chính tôi
本物,ほんもの,genuine article,JLPT JLPT_2 JLPT_3,yGED#ay|.7,Thật
ぼんやり,ぼんやり,"dim, faint, vague",JLPT JLPT_2 JLPT_3,Bu_{)ZzPr#,mơ hồ
間,ま,"space, room, pause",JLPT JLPT_2 JLPT_3,_MKZD^wW5,giữa
まあ,まあ,well (used when making a modest or hesitant statement),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,gK]=+G-`a3,Ôi trời ơi
マーケット,マーケット,market,JLPT JLPT_2 JLPT_3,"z,Yj6>]ZS]",chợ
マイク,マイク,mic,JLPT JLPT_2 JLPT_3,r0v`jqD@%T,micro
迷子,まいご,lost (stray) child,JLPT JLPT_2 JLPT_3,FT#CRKr^or,Đứa trẻ lạc mất
マイナス,マイナス,minus,JLPT JLPT_2 JLPT_3,d7Qaj7)8Wq,âm
任せる,まかせる,"to entrust to another, to leave to",JLPT JLPT_2 JLPT_3,L[Sv^|TveX,Hãy để họ tự lo liệu.
巻く,まく,"to wind, to coil, to roll",JLPT JLPT_2 JLPT_3,bZ[[^glA1W,cuộn
蒔く,まく,to sow (seeds),JLPT JLPT_2 JLPT_3,H=Zk$-##fv,nái
撒く,まく,"to scatter, to sprinkle, to sow",JLPT JLPT_2 JLPT_3,elIwgF9#tO,nái
幕,まく,"curtain, act (in play)",JLPT JLPT_2 JLPT_3,p/poyGf`R=,màn hình
負け,まけ,"defeat, loss",JLPT JLPT_2 JLPT_3,Gm;-Q!$V98,Sự mất mát
孫,まご,grandchild,JLPT JLPT_2 JLPT_3,IHHk^Ab_ve,cháu
まさか,まさか,by no means,JLPT JLPT_2 JLPT_3,M*J/_!BP[F,Không đời nào
まさに,まさに,"correctly, surely",JLPT JLPT_2 JLPT_3,PW-SB}B+g9,Chính xác
混ざる,まざる,"to be mixed, to mingle with",JLPT JLPT_2 JLPT_3,r;?[!)ts`(,trộn
交ざる,まざる,"to be mixed, to mingle with",JLPT JLPT_2 JLPT_3,4K$w~U;He,Tương tác
混じる,まじる,"to be mixed, to mingle with",JLPT JLPT_2 JLPT_3,"d#EkI,dbkR",trộn
交じる,まじる,"to be mixed, to mingle with",JLPT JLPT_2 JLPT_3,Ek]^@FM&X:,Trộn
増す,ます,"to increase, to gain",JLPT JLPT_2 JLPT_3,igA/Wx5uJY,tăng
貧しい,まずしい,"poor, needy",JLPT JLPT_2 JLPT_3,yhxCEWNSqv,nghèo
マスター,マスター,"bar owner, master (e.g., arts, science)",JLPT JLPT_2 JLPT_3,wPc=w@;W9x,Bậc thầy
ますます,ますます,"increasingly (same as もっと), more and more",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9,tuWAGYc>]J,Ngày càng nhiều
混ぜる,まぜる,"to mix, to stir",JLPT JLPT_2 JLPT_3,J@;szQ>5H7,trộn
交ぜる,まぜる,"to be mixed, to be blended with",JLPT JLPT_2 JLPT_3,PxviWu8b^f,trộn
街,まち,"town; street, road",JLPT JLPT_2 JLPT_3,HfD?AV.2#Q,thị trấn
間違い,まちがい,mistake,JLPT Genki_Ln.19 JLPT_3 JLPT_2 Genki,BDS-:};NM$,lỗi
松,まつ,pine tree,JLPT JLPT_2 JLPT_3,q{u(t.GeD(,lỏng lẻo
真っ赤,まっか,"deep red, flushed (of face)",JLPT JLPT_2 JLPT_3,NaIP;.$n/b,Màu đỏ tươi
全く,まったく,"really, completely",JLPT JLPT_2 JLPT_3,N~j_lRE~H>,tuyệt đối
祭,まつり,"festival, feast",JLPT JLPT_2 JLPT_3,b~w=W0;TL7,Lễ hội
まとまる,まとまる,"to be collected, to be settled, to be in order",JLPT JLPT_2 JLPT_3,x(|HBhj.8,Để cùng nhau
まとめる,まとめる,"to put in order, to collect, to bring to a conclusion",JLPT JLPT_2 JLPT_3,iFaV|KCNxw,Tóm tắt
学ぶ,まなぶ,to learn; to study,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,E-![dvkug},học hỏi
真似,まね,"mimicry, imitation, behavior",JLPT JLPT_2 JLPT_3,Ha/*s9C{]A,Sự bắt chước
招く,まねく,to invite,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,rQ0-*9mHkN,mời
まぶしい,まぶしい,"dazzling, radiant",JLPT JLPT_2 JLPT_3,JQkYs:8mnj,sáng
柵,さく,"fence, paling",JLPT_1 JLPT JLPT_3,y#vU&Fd{*`,hàng rào
裂ける,さける,"to split, to tear, to burst",JLPT_1 JLPT JLPT_3,duhUDkU~WK,xé
裁く,さばく,to judge,JLPT_1 JLPT JLPT_3,xRke1sza<m,phán xét
酸化,さんか,oxidation,JLPT_1 JLPT JLPT_3,D1MP^#_z1B,quá trình oxy hóa
死,し,"death, decease",JLPT_1 JLPT JLPT_3,t06OltNZyD,chết
資格,しかく,"qualifications, requirements, capabilities",JLPT_1 JLPT JLPT_3,wi++wC}pSU,trình độ chuyên môn
視覚,しかく,"sense of sight, vision",JLPT_1 JLPT JLPT_3,E=/?Opn_[&,Tầm nhìn
指揮,しき,"command, direction",JLPT_1 JLPT JLPT_3,I~OJZxTkqT,yêu cầu
磁気,じき,magnetism,JLPT_1 JLPT JLPT_3,"c,aD*!!MOk",từ tính
磁器,じき,"porcelain, china",JLPT_1 JLPT JLPT_3,Q82E>*!xNX,sứ
自己,じこ,"self, oneself",JLPT_1 JLPT JLPT_3,:az?1DOih,Sở hữu
字体,じたい,"font, lettering",JLPT_1 JLPT JLPT_3,jz(I1Q*KVQ,Phông chữ
辞退,じたい,refusal,JLPT_1 JLPT JLPT_3,s^yuvY0jMN,Sự suy sụp
視点,してん,"opinion, point of view, visual point",JLPT_1 JLPT JLPT_3,"fg,X`JJ|Co",luật xa gần
脂肪,しぼう,"fat, grease",JLPT_1 JLPT JLPT_3,z48jHbiC_$,Mập
志望,しぼう,"wish, desire, ambition",JLPT_1 JLPT JLPT_3,r-E-GUEXsY,Khát vọng
衆,しゅう,"masses, people",JLPT_1 JLPT JLPT_3,rXpmbk8=bE,Những người
住,じゅう,"dwelling, living",JLPT_1 JLPT JLPT_3,Gr~DDJR6l},sống
修飾,しゅうしょく,ornamentation; modification (gram),JLPT_1 JLPT JLPT_3,O}Nr9R^}M5,Sửa đổi
私用,しよう,"personal use, private business",JLPT_1 JLPT JLPT_3,BnE{ivc`n=,Sử dụng cá nhân
仕様,しよう,"way, method, specification",JLPT_1 JLPT JLPT_3,oE!*S&aFqD,thông số kỹ thuật
情,じょう,"feelings, emotion, passion",JLPT_1 JLPT JLPT_3,bl3-{=5!X[,Sự yêu mến
生涯,しょうがい,one's lifetime,JLPT_1 JLPT JLPT_3,Pie[%Re:m6,sự nghiệp
上司,じょうし,one's superior,JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.9,u|7SjLmC*W,ông chủ
正体,しょうたい,"natural shape, one's true colors, true character",JLPT_1 JLPT JLPT_3,PK*KgnJaC,Danh tính thật
照明,しょうめい,illumination,JLPT_1 JLPT JLPT_3,D&z&8>sgOU,chiếu sáng
女史,じょし,Ms.,JLPT_1 JLPT JLPT_3,"b7C,wG{C22",Bệnh đa xơ cứng.
助詞,じょし,"(gram) particle(s), postposition",JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.13,"MG<?XdN0,Z",hạt
ショック,ショック,shock,JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.4,Od5f@HtWc-,sốc
進行,しんこう,advance,JLPT_1 JLPT JLPT_3,i:ZPt9q4?b,chỉ đạo
新興,しんこう,"rising, developing, emergent",JLPT_1 JLPT JLPT_3,e=XTe9$}W6,mới
振興,しんこう,"promotion, encouragement",JLPT_1 JLPT JLPT_3,w.^ogJW1(4,Sự hồi sinh
申告,しんこく,"report, statement",JLPT_1 JLPT JLPT_3,bpPy/Tdvi5,Tuyên ngôn
真理,しんり,truth,JLPT_1 JLPT JLPT_3,o~g13?^$If,sự thật
水洗,すいせん,flushing,JLPT_1 JLPT JLPT_3,uGMalIYW7L,Rửa bằng nước
ストレス,ストレス,stress,JLPT_1 JLPT JLPT_3,.v(A*gC%Q,nhấn mạnh
擦る,する,"to rub, to chafe",JLPT_1 JLPT JLPT_3,BR[lU_Z<4K,xoa bóp
正規,せいき,"regular, legitimate",JLPT_1 JLPT JLPT_3,qB)0/c?(Sj,thường xuyên
精巧,せいこう,"elaborate, delicate, exquisite",JLPT_1 JLPT JLPT_3,O4>$NE8IPr,thanh tú
精算,せいさん,"exact calculation, adjustment",JLPT_1 JLPT JLPT_3,ovctUT)$>z,giải quyết
成年,せいねん,"majority, adult age",JLPT_1 JLPT JLPT_3,xePq0XBgP_,người lớn
声明,せいめい,"declaration, statement, proclamation",JLPT_1 JLPT JLPT_3,B$[eh>:mkl,tuyên bố
姓名,せいめい,full name,JLPT_1 JLPT JLPT_3,C]0w+PhetE,Tên
生理,せいり,"physiology, menses",JLPT_1 JLPT JLPT_3,f73PQXWx7=,sinh lý
節,せつ,"when, if; section; clause",JLPT_1 JLPT JLPT_3,oxQV.29qE;,Lễ hội
膳,ぜん,"(small) table, tray, meal",JLPT_1 JLPT JLPT_3,p1wC]g~$`W,Bữa tối
禅,ぜん,Zen (Buddhism),JLPT_1 JLPT JLPT_3,iyz0<Gw>w^,Thiền
選挙,せんきょ,election,JLPT JLPT_1 JLPT_3 Genki_Ln.23 Genki,"E:w+vZ=[*,",bầu cử
先行,せんこう,"preceding, going first",JLPT_1 JLPT JLPT_3,H}S`T5a4|Z,Trước-
選考,せんこう,"selection, screening",JLPT_1 JLPT JLPT_3,f>TTKs[_O7,Lựa chọn
相,そう,"aspect, phase, countenance",JLPT_1 JLPT JLPT_3,"uspMV-,ze1",Cùng nhau
沿う,そう,"to run along, to follow",JLPT_1 JLPT JLPT_3,p/frNLfSx`,dọc theo
添う,そう,"to accompany, to comply with",JLPT_1 JLPT JLPT_3,hF`[B^>-hS,kèm theo
僧,そう,"monk, priest",JLPT_1 JLPT JLPT_3,yw]w|=zm=s,tu sĩ
像,ぞう,"statue, image",JLPT_1 JLPT JLPT_3,nI=^X@DZIN,hình ảnh
捜査,そうさ,"search (esp. in criminal investigations, investigation)",JLPT_1 JLPT JLPT_3,"uDX,}/x@{/",cuộc điều tra
操縦,そうじゅう,"management, control, manipulation",JLPT_1 JLPT JLPT_3,M>/Rq`boN-,lái máy bay
創造,そうぞう,creation,JLPT_1 JLPT JLPT_3,"dp,2/)bOJR",tạo nên
隊,たい,"party, troops",JLPT_1 JLPT JLPT_3,oOV`L+=72#,Đội
退学,たいがく,dropping out of school,JLPT_1 JLPT JLPT_3,A4yM&A#+4L,Bỏ học
タイトル,タイトル,title,JLPT_1 JLPT JLPT_3,C>q:RF*.r8,tiêu đề
ダウン,ダウン,down,JLPT_1 JLPT JLPT_3,P@qEmViSUu,xuống
高まる,たかまる,to rise; to grow; to mount (v.i.),JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.14,p=9SjD]i]q,đang tăng lên
断つ,たつ,"to sever, to cut off",JLPT_1 JLPT JLPT_3,P?^bp-(y]k,cắt đứt
盾,たて,shield,JLPT_1 JLPT JLPT_3,ol51jAu^|h,khiên
例え,たとえ,example; even though,JLPT_1 JLPT JLPT_3,vD1pJmAKj2,ví dụ
チャイム,チャイム,chime,JLPT_1 JLPT JLPT_3,MQLqaV0IiT,kêu vang
挑戦,ちょうせん,"challenge, defiance",JLPT_1 JLPT JLPT_3,Fo2(&vWuR<,thử thách
治療,ちりょう,medical treatment,JLPT_1 JLPT JLPT_3,yw{9Y;C!G/,đối xử
対,つい,"pair, couple, set",JLPT_1 JLPT JLPT_3,C;9I#$4SFJ,so với
接ぐ,つぐ,to join; to piece together; to set (bones); to graft (trees),JLPT_1 JLPT JLPT_3,iNY(7WR;G%,ghép
継ぐ,つぐ,to succeed (someone in a business or inheritance,JLPT_1 JLPT JLPT_3,L=(nKj-342,để thành công
摘む,つむ,"to pluck, to pick, to trim",JLPT_1 JLPT JLPT_3,F?B0wE`T~h,nhặt
露,つゆ,dew,JLPT_1 JLPT JLPT_3,nf%]9K}w$o,sương
強まる,つよまる,"to get strong, to gain strength",JLPT_1 JLPT JLPT_3,"c,02yf|3E;",tăng cường
強める,つよめる,"to strengthen, to emphasize",JLPT_1 JLPT JLPT_3,r51ril#).:,tăng tốc
データ,データ,data,JLPT_1 JLPT JLPT_3,mIV8F#]3m7,dữ liệu
デザイン,デザイン,design,JLPT_1 JLPT JLPT_3,L|t?~XL)K},thiết kế
デザート,デザート,dessert,JLPT_1 JLPT JLPT_3,bL1L]V?.Fr,món tráng miệng
転校,てんこう,change schools,JLPT_1 JLPT JLPT_3,OJyP}KWKG|,Chuyển trường
伝言,でんごん,verbal message,JLPT_1 JLPT JLPT_3,GvqvJ@T>v!,tin nhắn
と,と,and,JLPT_1 JLPT JLPT_3,M:Axq>|(Kg,Và
問う,とう,"to ask, to question",JLPT_1 JLPT JLPT_3,liQ|$R<T6G,Câu hỏi
棟,とう,ridge (of roof,JLPT_1 JLPT JLPT_3,DbAa])9/F(,Xây dựng
倒産,とうさん,"(corporate) bankruptcy, insolvency",JLPT_1 JLPT JLPT_3,z@^@3D{^xO,phá sản
同士,どうし,"one another, companion, comrade",JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.9,LZ;*se^02u,Đồng minh
同志,どうし,"same mind, comrade, kindred soul",JLPT_1 JLPT JLPT_3,hK!%#l^Nm>,Đồng chí
当然,とうぜん,obvious; natural,JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.15,cz-NMt}<Am,chắc chắn 
動揺,どうよう,"disturbance, flutter shock",JLPT_1 JLPT JLPT_3,A!=y9>sh0L,buồn bã
説く,とく,"to explain, to advocate",JLPT_1 JLPT JLPT_3,oUk1CBesl;,thuyết giảng
綴じる,とじる,"to bind, to file",JLPT_1 JLPT JLPT_3,]ZHD4IQ@J,Liên kết
供,とも,"accompanying, attendant, companion, retinue",JLPT_1 JLPT JLPT_3,sml:7Y1}f0,vì
並,なみ,"medium (e.g., food serving size, quality, price, etc.), ordinary",JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.6,w_{us|Bt(V,Và
慣らす,ならす,to accustom,JLPT_1 JLPT JLPT_3,KYq0Q{!HJ_,Hãy làm quen với điều đó
馴らす,ならす,"to domesticate, to tame",JLPT_1 JLPT JLPT_3,OBi-;rN&v.,Thuần hóa
難,なん,"difficulty, hardships, defect",JLPT_1 JLPT JLPT_3,HB%n)kg>!j,Thảm họa
音,ね,"sound, note",JLPT_1 JLPT JLPT_3,m2~M4cm)mU,âm thanh
年鑑,ねんかん,yearbook,JLPT_1 JLPT JLPT_3,i1+!b-Tw6h,Niên giám
脳,のう,"brain, memory",JLPT_1 JLPT JLPT_3,GA>&i45J`=,não
臨む,のぞむ,"to look out on, to face, to attend (function)",JLPT_1 JLPT JLPT_3,KS-n)JUr1X,Để đối mặt
肺,はい,lung,JLPT_1 JLPT JLPT_3,NQ;dD{HA.l,phổi
～敗,はい,"counter for loss, defeat",JLPT_1 JLPT JLPT_3,Jfw=ThK<1_,~Thất bại
映える,はえる,"to shine, to look attractive, to look pretty",JLPT_1 JLPT JLPT_3,c_<of-R32q,chiếu sáng
諮る,はかる,"to consult with, to confer",JLPT_1 JLPT JLPT_3,zH?Q%7Y|:s,tư vấn
図る,はかる,"to plot, to attempt, to devise, to design, to refer A to B",JLPT_1 JLPT JLPT_3,oSV1hDA!z4,Kế hoạch
生やす,はやす,"to grow, to cultivate, to wear beard",JLPT_1 JLPT JLPT_3,yqCGb?6_?M,phát triển
班,はん,"group, party, section (mil)",JLPT_1 JLPT JLPT_3,oiqC3{QOR3,lớp học
判,はん,size (of paper or books),JLPT_1 JLPT JLPT_3,"FxD*L0,Q6x",Phán quyết
版,はん,edition,JLPT_1 JLPT JLPT_3,wusB`V9s1U,phiên bản
碑,ひ,stone monument bearing an inscription,JLPT_1 JLPT JLPT_3,Kaa{nE*EBz,đài kỷ niệm
非行,ひこう,"delinquency, misconduct",JLPT_1 JLPT JLPT_3,E<wpvtAJG),không hành động
票,ひょう,"label, ballot, sign",JLPT_1 JLPT JLPT_3,"i*<L4C^,UW",vé
広まる,ひろまる,"to spread, to be propagated",JLPT_1 JLPT JLPT_3,c8ONuWuz#:,lây lan
深める,ふかめる,"to deepen, to heighten, to intensify",JLPT_1 JLPT JLPT_3,c0BKoo3/`,làm sâu sắc thêm
福,ふく,good fortune,JLPT_1 JLPT JLPT_3,m_8f-@p-oN,lời chúc phúc
