expression,reading,meaning,tags,guid,vietnamese_definition
雌,めす,female (animal),JLPT_1 JLPT,EW)C>Dc!w6,nữ giới
目付き,めつき,"look, expression of the eyes, eyes",JLPT_1 JLPT,MWZLbZ@^R+,Mắt
滅亡,めつぼう,"downfall, collapse, destruction",JLPT_1 JLPT,"v,{^w}Wj5u",Sự tuyệt chủng
メディア,メディア,media,JLPT_1 JLPT,A?+IR*&l/Z,phương tiện truyền thông
目途,めど,"goal, outlook",JLPT_1 JLPT,iewKY)jVg],Mục tiêu
目盛,めもり,"scale, gradations",JLPT_1 JLPT,"q0F+,vU3vc",tỉ lệ
メロディー,メロディー,melody,JLPT_1 JLPT,coHp=(F!o=,giai điệu
面会,めんかい,interview,JLPT_1 JLPT,QB;1.39?j>,Thăm nom
免除,めんじょ,"exemption, exoneration, discharge",JLPT_1 JLPT,ro}g@BYFqK,Miễn trừ
面する,めんする,"to face on, to look out on to",JLPT_1 JLPT,oK/f+%co{~,đối mặt
面目,めんぼく,"face, honor, reputation",JLPT_1 JLPT,xl=a%LW1Mr,khuôn mặt
面目,めんもく,"face, honor, reputation",JLPT_1 JLPT,p4D(kkU&Ya,khuôn mặt
～網,～もう,~ network,JLPT_1 JLPT,"kks{,EwPh",~Mạng
設ける,もうける,"to create, to establish",JLPT_1 JLPT,MQGAfGCn2s,thành lập
申し入れる,もうしいれる,"to propose, to suggest",JLPT_1 JLPT,A!/~oWN34l,Lời yêu cầu
申込,もうしこみ,"application, request, proposal",JLPT_1 JLPT,iTX<OH$n{u,ứng dụng
申出,もうしで,"request, claim, report",JLPT_1 JLPT,"v,YJy~@#5$",Ứng dụng
申し出る,もうしでる,"to report to, to tell, to suggest",JLPT_1 JLPT,o$K|y3;=)!,Lời đề nghị
申し分,もうしぶん,"objection, shortcomings",JLPT_1 JLPT,GNY9])J3>&,Hoàn hảo
盲点,もうてん,blind spot,JLPT_1 JLPT,m.:>Z[agNy,Điểm mù
猛烈,もうれつ,"violent, vehement, rage",JLPT_1 JLPT,yLUeQW5(ZA,hung bạo
モーテル,モーテル,motel,JLPT_1 JLPT,mg2c}$GoZg,Nhà nghỉ
もがく,もがく,"to struggle, to wriggle, to be impatient",JLPT_1 JLPT,C7rE2*5O^8,đang gặp khó khăn
目録,もくろく,"catalogue, catalog, list",JLPT_1 JLPT,uL+agcp`WN,Danh mục
目論見,もくろみ,"a plan, a scheme, intention",JLPT_1 JLPT,c9iE`D<`%d,Kế hoạch
模型,もけい,"model, dummy, marquette",JLPT_1 JLPT,ed!.{WEf4?,Người mẫu
模索,もさく,groping (for),JLPT_1 JLPT,"B4,c<+ikaa",Đang tìm kiếm
もしかして,もしかして,"perhaps, possibly",JLPT_1 JLPT,w5+%$rMA:M,Có lẽ
もしくは,もしくは,"or, otherwise",JLPT_1 JLPT,f24/]y_t7c,hoặc
もたらす,もたらす,"to bring, to take, to bring about",JLPT_1 JLPT,k=cp%Lr}Pw,Mang lại
持ち切り,もちきり,"hot topic, talk of the town",JLPT_1 JLPT,Q~!SFE+j1*,Đã lấy hết
目下,もっか,"at present, now",JLPT_1 JLPT,J1]`GmmTSp,Hiện nay
専ら,もっぱら,"wholly, solely, entirely",JLPT_1 JLPT,tu&L<v;Fqv,chỉ
もてなす,もてなす,"to entertain, to make welcome",JLPT_1 JLPT,K@A<3)}2cZ,để giải trí
もてる,もてる,"to be well liked, to be popular",JLPT_1 JLPT,K^XraA[CV!,Phổ biến
モニター,モニター,(computer) monitor,JLPT_1 JLPT,ztCrx#(s0[,màn hình
物好き,ものずき,(idle) curiosity,JLPT_1 JLPT,Rb?3(vt:f>,lập dị
物足りない,ものたりない,"unsatisfied, unsatisfactory",JLPT_1 JLPT,KI9JcrBw_2,Không đủ
もはや,もはや,"already, now",JLPT_1 JLPT,fZ`+BeK9z~,không còn
模範,もはん,"model, example",JLPT_1 JLPT,Mau9*C?C72,người mẫu
模倣,もほう,"imitation, copying",JLPT_1 JLPT,yUL<]q3$8n,Sự bắt chước
もめる,もめる,"to disagree, to dispute",JLPT_1 JLPT,v(j?vVE;el,Lý lẽ
股,もも,"thigh, femur",JLPT_1 JLPT,G_TQ_^K>(0,chia sẻ
腿,もも,"thigh, femur",JLPT_1 JLPT,Fl0F`YIkpg,chân
催す,もよおす,"to hold (a meeting), to give (a dinner)",JLPT_1 JLPT,qKmEag$Qr@,giữ
漏らす,もらす,"to let leak, to reveal",JLPT_1 JLPT,k!U%{2y7j|,hở
盛り上がる,もりあがる,"to rouse, to swell, to rise",JLPT_1 JLPT,g[M=aCpEE[,Hãy hào hứng lên nào!
漏る,もる,"to leak, to run out",JLPT_1 JLPT,ke69%r#AD.,hở
漏れる,もれる,"to leak out, to escape, to filter out",JLPT_1 JLPT,f:|ir!hLeQ,hở
脆い,もろい,"brittle, fragile, tender-hearted",JLPT_1 JLPT,m7?rDT~~db,giòn
もろに,もろに,"completely, altogether, bodily",JLPT_1 JLPT,K3fu7*E_vY,Trực tiếp
矢,や,arrow,JLPT_1 JLPT,uA$qbca=&2,mũi tên
野外,やがい,"fields, outskirts, open air, suburbs",JLPT_1 JLPT,"gD=,$2gpm|",cánh đồng
～薬,～やく,medicine,JLPT_1 JLPT,O.[e|Y6E?j,~y học
夜具,やぐ,bedding,JLPT_1 JLPT,EFUa$D)qGB,Áo ngủ
役職,やくしょく,"post, managerial position, official position",JLPT_1 JLPT,o1K=ON/OTS,bưu kiện
役場,やくば,town hall,JLPT_1 JLPT,g(k9.|^KSZ,Tòa thị chính
やけに,やけに,"sure, very",JLPT_1 JLPT,tyF=qET&O!,Bất thường
屋敷,やしき,mansion,JLPT_1 JLPT,kyE@%cV[?g,biệt thự
養う,やしなう,"to rear, to maintain, to cultivate",JLPT_1 JLPT,neyyq^bU/c,để nuôi dưỡng
野心,やしん,"ambition, aspiration",JLPT_1 JLPT,n<1rbhOoTc,tham vọng 
安っぽい,やすっぽい,"cheap-looking, tawdry",JLPT_1 JLPT,q./Z7LJ%[7,rẻ
休める,やすめる,"to rest, to suspend, to give relief",JLPT_1 JLPT,JqF3vGaVV,nghỉ ngơi
野生,やせい,wild,JLPT_1 JLPT,Fy^pVCXg]$,hoang dã
奴,やつ,"(vulg.) fellow, guy, chap",JLPT_1 JLPT,"zof3FA<N,u",chàng trai
闇,やみ,"darkness, shady, illegal",JLPT_1 JLPT,s|4s:5(PD;,bóng tối
病む,やむ,"to fall ill, to be ill",JLPT_1 JLPT,H5M2j-I:6B,đau ốm
ややこしい,ややこしい,"puzzling, tangled, complicated, complex",JLPT_1 JLPT,ICemn<#!-X,Phức tap
やりとおす,やりとおす,"to carry through, to achieve, to complete",JLPT_1 JLPT,J/n?:UTJiF,Hãy hoàn thành nó đến cùng
やりとげる,やりとげる,to accomplish,JLPT_1 JLPT,pEIG3P~OVf,Để hoàn thành
和らげる,やわらげる,"to soften, to moderate, to relieve",JLPT_1 JLPT,kl6br!q.AY,dịu đi
ヤング,ヤング,young,JLPT_1 JLPT,"gk{d%L,)K+",Trẻ
～油,～ゆ,~ oil,JLPT_1 JLPT,QcD#WpcqE6,~dầu
優位,ゆうい,"predominance, ascendancy, superiority",JLPT_1 JLPT,kt30`|;>Vo,Sự vượt trội
憂鬱,ゆううつ,"depression, melancholy",JLPT_1 JLPT,oT|*}x?p{D,u sầu
有益,ゆうえき,"beneficial, profitable",JLPT_1 JLPT,B/K9zqnWV+,Có lợi
優越,ゆうえつ,"supremacy, predominance, being superior to",JLPT_1 JLPT,J@3^J2[Dqz,thượng đẳng
勇敢,ゆうかん,"bravery, heroism, gallantry",JLPT_1 JLPT,ij|^m_ZF8l,can đảm
夕暮れ,ゆうぐれ,"evening, (evening) twilight",JLPT_1 JLPT,xn0Tp1JH0v,buổi tối
融資,ゆうし,"financing, loan",JLPT_1 JLPT,G&m_H=N/D;,Tài chính
有する,ゆうする,"to own, to be endowed with",JLPT_1 JLPT,vkF;K$-{=^,sở hữu
優勢,ゆうせい,"superiority, superior power, predominance",JLPT_1 JLPT,L0nx>W(-e+,Thuận lợi
優先,ゆうせん,"preference, priority",JLPT_1 JLPT,l)|YgL5_SN,sự ưu tiên
誘導,ゆうどう,"guidance, leading, inducement",JLPT_1 JLPT,uG_U[CknG5,Hướng dẫn
融通,ゆうずう,"adaptability, versatility, finance",JLPT_1 JLPT,n>A>S2P-0$,tính linh hoạt
優美,ゆうび,"grace, refinement, elegance",JLPT_1 JLPT,}Ap|`a2gY,xinh đẹp
有望,ゆうぼう,"good prospects, full of hope, promising",JLPT_1 JLPT,oFsPf~4K.z,Hy vọng
遊牧,ゆうぼく,nomadism,JLPT_1 JLPT,gJX#eMq!5y,Chăn nuôi du mục
夕焼け,ゆうやけ,sunset,JLPT_1 JLPT,H_x[IPS7*X,hoàng hôn
有力,ゆうりょく,"influence, prominence; potent",JLPT_1 JLPT,uhNbfXeT%o,mạnh mẽ
幽霊,ゆうれい,"ghost, specter, phantom",JLPT_1 JLPT,d6/M)isa9B,bóng ma
誘惑,ゆうわく,"temptation, allurement, lure",JLPT_1 JLPT,hy!Cy1YJLH,mồi nhử
故,ゆえ,"reason, cause, circumstances",JLPT_1 JLPT,h8UChh;E+0,Vì thế
歪む,ゆがむ,"to warp, to be crooked, to be distorted",JLPT_1 JLPT,O/sWb*b+n=,biến dạng
揺さぶる,ゆさぶる,"to shake, to jolt, to rock, to swing",JLPT_1 JLPT,o>L:}zi#N(,Lắc
濯ぐ,ゆすぐ,"to rinse, to wash out",JLPT_1 JLPT,z.SPsly;Tq,rửa sạch
ゆとり,ゆとり,"reserve, affluence, time (to spare)",JLPT_1 JLPT,NS_6$;R>$L,Thời gian rảnh rỗi
ユニーク,ユニーク,unique,JLPT_1 JLPT,E5Uv4)V5=f,độc nhất
ユニフォーム,ユニフォーム,uniform,JLPT_1 JLPT,n$7/R&Ww((,Đồng phục
指差す,ゆびさす,to point at,JLPT_1 JLPT,AE`Cr+k?sb,chỉ
弓,ゆみ,bow,JLPT_1 JLPT,mG05Jx(c4U,cây cung
揺らぐ,ゆらぐ,"to swing, to sway, to shake",JLPT_1 JLPT,zGZf|<JX8y,dao động
緩む,ゆるむ,"to become loose, to slacken",JLPT_1 JLPT,m#?_Dh<o@V,nới lỏng
緩める,ゆるめる,"to loosen, to slow down",JLPT_1 JLPT,RfPhr}DF_M,nới lỏng
緩やか,ゆるやか,lenient,JLPT_1 JLPT,"jM`-s,o~rY",dần dần
要因,よういん,"primary factor, main cause",JLPT_1 JLPT,"PDhRFT[0+,",nhân tố
溶液,ようえき,solution,JLPT_1 JLPT,"r|,.l+IJQ{",giải pháp
用件,ようけん,business,JLPT_1 JLPT,C-)X0ioICv,Chủ thể
養護,ようご,"protection, nursing, protective care",JLPT_1 JLPT,N|{MY>0Lab,BẢO TRÌ
用紙,ようし,a form,JLPT_1 JLPT Intermediate_Japanese Intermediate_Japanese_Ln.3,bG0P/-5o6f,Giấy
様式,ようしき,"style, form, pattern",JLPT_1 JLPT,xVY.ZL|vDW,Phong cách
要する,ようする,"to demand, to require, to take",JLPT_1 JLPT,P^j;$V:Pev,Tóm lại
要請,ようせい,"claim, demand, request, application",JLPT_1 JLPT,"Dy@,)<4%*N",lời yêu cầu
様相,ようそう,aspect,JLPT_1 JLPT,jpni?rjeGN,giai đoạn
用品,ようひん,"articles, supplies, parts",JLPT_1 JLPT,M7dV_3mZ.d,Quân nhu
洋風,ようふう,western style,JLPT_1 JLPT,tBk{]R??>Z,Phong cách phương Tây
用法,ようほう,"directions, rules of use",JLPT_1 JLPT,NFkcD+Ao.H,cách sử dụng
要望,ようぼう,"demand for, request",JLPT_1 JLPT,B{KHwh(BxM,lời yêu cầu
余暇,よか,"leisure, leisure time, spare time",JLPT_1 JLPT,u`/)9|k2cq,Thời gian rảnh rỗi
予感,よかん,"presentiment, premonition",JLPT_1 JLPT,CdRj.vDXXz,Linh cảm
余興,よきょう,"side show, entertainment",JLPT_1 JLPT,se@{9}ijE~,sự giải trí
預金,よきん,"deposit, bank account",JLPT_1 JLPT,AT=*3Iv8cw,tiền gửi
欲,よく,"greed, wants",JLPT_1 JLPT,wL1+)L#<Om,muốn
抑圧,よくあつ,"restraint, oppression, suppression",JLPT_1 JLPT,b!*U/^@Y/m,sự đàn áp
浴室,よくしつ,"bathroom, bath",JLPT_1 JLPT,H)~?~hPVN<,phòng tắm
抑制,よくせい,"control, restraint, suppression",JLPT_1 JLPT,H)Ghd^1QF6,ức chế
欲深い,よくふかい,greedy,JLPT_1 JLPT,e?a3SOn$}u,Tham
欲望,よくぼう,"desire, appetite",JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,o.og0WiUHF,sự mong muốn
避ける,よける,"to avoid (physical contact with; to ward off, to avert",JLPT_1 JLPT,w}V+UOhCI~,tránh xa
予言,よげん,"prediction, promise, prognostication",JLPT_1 JLPT,H_Z4P-@?E;,Lời tiên tri
横綱,よこづな,sumo grand champion,JLPT_1 JLPT,P#D)i6dV;s,Yokozuna
汚れ,よごれ,"dirt, filth",JLPT_1 JLPT,"jq?[h<.nx,",đất
よし (かん),よし (かん),all right!,JLPT_1 JLPT,u5UVAmt|+p,Yoshi (kan)
良し,よし,all right!,JLPT_1 JLPT,ze3SZ]}-(^,Tốt
善し悪し,よしあし,"good or bad, merits or demerits, quality",JLPT_1 JLPT,ub0?2]DZCo,tốt hay xấu
余所見,よそみ,"looking away, looking aside",JLPT_1 JLPT,rQWf8.vXBd,quay mặt đi
余地,よち,"place, room, margin",JLPT_1 JLPT,cFUuXOAAN@,phòng
よって (よりどころ),よって (よりどころ),"therefore, consequently",JLPT_1 JLPT,Jty=:!ShWn,Do đó (cơ sở cho)
与党,よとう,"government party, (ruling) party in power, government",JLPT_1 JLPT,Pjs4V/6-Tk,đảng cầm quyền
呼び止める,よびとめる,to flag down,JLPT_1 Intermediate_Japanese_Ln.6 JLPT Intermediate_Japanese,oQ(`IiM1(t,Dừng lại
夜更し,よふかし,"staying up late, keeping late hours",JLPT_1 JLPT,b2@Q&QWM~Z,thức khuya
夜更け,よふけ,late at night,JLPT_1 JLPT,EAa.IIVk2{,Đêm khuya
余程,よほど,"very, much, to a large extent, quite",JLPT_1 JLPT,r:W.A5F_=m,rất
読み上げる,よみあげる,"to read out loud (and clearly), to call a roll",JLPT_1 JLPT,c2W8@Ns@MB,Đọc to
～寄り,～より,"near to ~ (e.g., North by East)",JLPT_1 JLPT,AF4/UYB9T5,~đóng
寄り掛かる,よりかかる,"to lean against, to recline on, to lean on, to rely on",JLPT_1 JLPT,n>&m--dPQu,nghiêng
世論,よろん,public opinion,JLPT_1 JLPT,gryKv+N</S,dư luận
弱る,よわる,"to weaken, to be troubled, to be emaciated",JLPT_1 JLPT,K>FuuD!+>/,làm suy yếu
来場,らいじょう,attendance,JLPT_1 JLPT,o#f@&YbcYY,Khách tham quan
ライス,ライス,rice,JLPT_1 JLPT,q#0OB)RX;*,cơm
酪農,らくのう,dairy farming,JLPT_1 JLPT,ym$h5c;ttT,sữa
落下,らっか,"fall, drop, come down",JLPT_1 JLPT,A7]wCr6wWL,ngã
楽観,らっかん,optimism,JLPT_1 JLPT,k~>dbLQz-7,Lạc quan
ランプ,ランプ,lamp; ramp,JLPT_1 JLPT,C!7~*Q0J*S,đèn
濫用,らんよう,"abuse, misuse, using to excess",JLPT_1 JLPT,CFNU<F}Co&,lạm dụng
リード,リード,lead; reed,JLPT_1 JLPT,f;Gy:Z95DB,Chỉ huy
理屈,りくつ,"theory, reason",JLPT_1 JLPT,"Mh,Xn3W#yG",lý do
利子,りし,interest (bank),JLPT_1 JLPT,AEJ.8_NM:H,quan tâm
利潤,りじゅん,"profit, returns",JLPT_1 JLPT,LuA(&F@>8^,lợi nhuận
理性,りせい,"reason, sense",JLPT_1 JLPT,hFk%V[}poF,lý do
利息,りそく,interest (bank),JLPT_1 JLPT,jiW}gvaFbu,Quan tâm
立体,りったい,solid body,JLPT_1 JLPT,c$*Ro:kj?0,3D
立方,りっぽう,cube,JLPT_1 JLPT,f~_S5!(=mz,khối lập phương
立法,りっぽう,"legislation, lawmaking",JLPT_1 JLPT,Ap&ba>BFUP,luật pháp
利点,りてん,"advantage, point in favor",JLPT_1 JLPT,tXy6bul-X8,lợi thế
略奪,りゃくだつ,"pillage, looting, robbery",JLPT_1 JLPT,gDxp+5=#Xg,Cướp bóc
略語,りゃくご,"abbreviation, acronym",JLPT_1 JLPT,K>oKmQ]kga,viết tắt
流通,りゅうつう,"circulation of money or goods, distribution",JLPT_1 JLPT,H5O$EOa.I6,Tuần hoàn
領域,りょういき,"area, territory, region",JLPT_1 JLPT,HiA.[31{b|,cánh đồng
了解,りょうかい,"comprehension, consent, understanding",JLPT_1 JLPT,kxhJ=)Od=Q,học hỏi
領海,りょうかい,territorial waters,JLPT_1 JLPT,MB@]yC;xab,lãnh hải
両極,りょうきょく,"both extremities, north and south poles",JLPT_1 JLPT,I]j83bI=8Q,Cả hai cực
良好,りょうこう,"favorable, satisfactory",JLPT_1 JLPT,d:q8$rI;Jz,Tốt
良識,りょうしき,good sense,JLPT_1 JLPT,g^(nW>D*vj,Ý kiến ​​hay
良質,りょうしつ,"good quality, superior quality",JLPT_1 JLPT,nVu=s-lEz|,Chất lượng cao
了承,りょうしょう,"acknowledgment, understanding",JLPT_1 JLPT,j]m*irzgE:,hiểu 
良心,りょうしん,conscience,JLPT_1 JLPT,I#~pygL#h!,lương tâm
領地,りょうち,territory,JLPT_1 JLPT,y}6|eQ/0%E,lãnh thổ
領土,りょうど,"territory, possession",JLPT_1 JLPT,xYhB+8`@i2,lãnh thổ
両立,りょうりつ,"compatibility, coexistence, standing together",JLPT_1 JLPT,p7by!eTW@3,Cân bằng cả hai
旅客,りょかく,passenger,JLPT_1 JLPT,I8wSM=gOtR,Hành khách
旅券,りょけん,passport,JLPT_1 JLPT,u/udi_w#M!,hộ chiếu
履歴,りれき,"personal history, background, log",JLPT_1 JLPT,lgw@;Sby)x,lịch sử
理論,りろん,theory,JLPT_1 JLPT,Kkq/Vwo|)`,lý thuyết
林業,りんぎょう,forestry,JLPT_1 JLPT,l$qH?E<2YH,lâm nghiệp
類,るい,"kind, class, family",JLPT_1 JLPT,o&+Ivn(%oO,loại
類推,るいすい,analogy,JLPT_1 JLPT,MG!~-T=}_S,tương tự
類似,るいじ,analogous,JLPT_1 JLPT,l=?07xJqV=,tương tự
ルーズ,ルーズ,loose,JLPT_1 JLPT,t;l^jLhRxc,lỏng lẻo
冷酷,れいこく,"cruelty, coldheartedness, ruthless",JLPT_1 JLPT,Gpei)G)?`V,lạnh lẽo
冷蔵,れいぞう,refrigeration,JLPT_1 JLPT,"IYaX-(,sbM",Làm lạnh
冷淡,れいたん,"coolness, indifference",JLPT_1 JLPT,Q5Ez[qRMa0,lạnh lẽo
レース,レース,race; lace,JLPT_1 JLPT,kxs-fAUJum,loài 
レギュラー,レギュラー,regular,JLPT_1 JLPT,"f@``;g,,Yd",thường xuyên
レッスン,レッスン,lesson,JLPT_1 JLPT,JfvUf_?9-:,bài học
レディー,レディー,lady,JLPT_1 JLPT,p!9sykDKO0,Quý bà
レバー,レバー,lever; liver,JLPT_1 JLPT,Ml*IZFZKKl,cần gạt
恋愛,れんあい,"love, romance",JLPT_1 JLPT,"g0Js_zq8,k",chuyện tình
バッテリー,バッテリー,battery,JLPT_1 JLPT,p?ZvzxPq%b,ắc quy
バット,バット,"bat, vat",JLPT_1 JLPT,Q^}DTOnkl|,con dơi
発病,はつびょう,"attack, to become sick",JLPT_1 JLPT,BvVN^85[N;,Khởi phát bệnh
初耳,はつみみ,something heard for the first time,JLPT_1 JLPT,DQ%JLcfuZZ,Tôi chưa từng nghe đến điều đó trước đây.
果て,はて,"the end, the extremity, the limit(s)",JLPT_1 JLPT,"b57,px8J*K",Kết thúc
果てる,はてる,"to end, to be finished, to be exhausted",JLPT_1 JLPT,"bAff*:bf*,",Kết thúc
ばてる,ばてる,"to be exhausted, to be worn out",JLPT_1 JLPT,r>0SmD(F4h,mệt mỏi
パトカー,パトカー,patrol car,JLPT_1 JLPT,"EO|xx2G2G,",Xe cảnh sát
甚だ,はなはだ,"very, greatly, exceedingly",JLPT_1 JLPT,OQgv[Rp`!?,rất
華々しい,はなばなしい,"brilliant, magnificent, spectacular",JLPT_1 JLPT,v^@Rm/*uYq,hùng vĩ
花びら,はなびら,(flower) petal,JLPT_1 JLPT,gVEobi&glz,cánh hoa
華やか,はなやか,"brilliant, gorgeous, florid",JLPT_1 JLPT,b*1sjY=VE6,Quyến rũ
阻む,はばむ,"to keep someone from doing, to stop, to oppose",JLPT_1 JLPT,KW0lr0LPyk,cản trở
浜,はま,"beach, seashore",JLPT_1 JLPT,gaeewOTy8/,bãi biển
浜辺,はまべ,"beach, foreshore",JLPT_1 JLPT,AL_W(0hn&V,bãi biển
はまる,はまる,"to get into, to go into, to fit, to be fit for, to suit",JLPT_1 JLPT,key3o7$aM},Hãy nghiện đi!
早める,はやめる,"to hasten, to quicken, to accelerate",JLPT_1 JLPT,hS]svbo-ig,tăng tốc
腹立ち,はらだち,anger,JLPT_1 JLPT,p.*AhT>Yg8,sự tức giận
原っぱ,はらっぱ,"open field, empty lot, plain",JLPT_1 JLPT,BF1(%i;>nB,cánh đồng trống
はらはら,はらはら,feel nervous,JLPT_1 JLPT,m<Y%mFA4zS,hồi hộp
ばらまく,ばらまく,"to disseminate, to scatter",JLPT_1 JLPT,wmN`A*3CG),tiêu tan
張り紙,はりがみ,"notice, poster",JLPT_1 JLPT,BB7%DI+bc=,Áp phích
遥か,はるか,"far, far-away, distant",JLPT_1 JLPT,fUD7d;W?9R,xa
破裂,はれつ,"explosion, rupture, break off",JLPT_1 JLPT,"b^2,E+JYkn",vỡ
腫れる,はれる,"to swell (from inflammation, to become swollen)",JLPT_1 JLPT,z8C-Q:96;k,sưng tấy
繁栄,はんえい,"prospering, prosperity, flourishing",JLPT_1 JLPT,nH@_ep+1}j,sự phồn vinh
版画,はんが,art print,JLPT_1 JLPT,sBPn!C6|$0,in
ハンガー,ハンガー,(coat) hanger,JLPT_1 JLPT,HNMn){L;p@,móc treo
反感,はんかん,"antipathy, revolt, animosity",JLPT_1 JLPT,KAT#$^~N=[,Không thích
反響,はんきょう,"echo, reverberation, repercussion",JLPT_1 JLPT,(!Sbp/Ryc,hậu quả
パンク,パンク,"puncture, bursting; punk",JLPT_1 JLPT,LzYO%D<&Ei,nhạc punk
反撃,はんげき,"counterattack, counteroffensive, counterblow",JLPT_1 JLPT,BBy/kmWv|!,Phản công
判決,はんけつ,"judicial decision, judgment, sentence, decree",JLPT_1 JLPT,K@f^#cZ5Q`,phán quyết
反射,はんしゃ,"reflection, reverberation",JLPT_1 JLPT,LDqIUH^=vr,sự phản xạ
繁盛,はんじょう,"prosperity, flourishing, thriving",JLPT_1 JLPT,oD{V&C=!wS,Sự phồn vinh
繁殖,はんしょく,"breed, multiply, propagation",JLPT_1 JLPT,Gps#@ydvak,Sự sinh sản
反する,はんする,"to be inconsistent with, to oppose, to contradict",JLPT_1 JLPT,fVrr[FObH2,Ngược lại
判定,はんてい,"judgment, decision, award, verdict",JLPT_1 JLPT,l.y^yE`fLF,phán xét
万人,ばんにん,"all people, everybody, 10000 people",JLPT_1 JLPT,gTmA]f8[{J,10.000 người
晩年,ばんねん,(one's) last years,JLPT_1 JLPT,DKi7Lij}b#,Những năm sau đó
反応,はんのう,"reaction, response",JLPT_1 JLPT,tmAeij8aDL,sự phản ứng lại
万能,ばんのう,"all-purpose, almighty, omnipotent",JLPT_1 JLPT,z`.g9zaN?,Đa năng
半端,はんぱ,"fragment, fraction, incompleteness",JLPT_1 JLPT,eK}21?Q<uQ,Một nửa
反発,はんぱつ,"repelling, rebound, oppose",JLPT_1 JLPT,rHA_.Kqp5U,Sự phục hồi
反乱,はんらん,"rebellion, revolt, uprising",JLPT_1 JLPT,"JJB,BD9|0D",cuộc nổi loạn
氾濫,はんらん,"overflowing, flood",JLPT_1 JLPT,"Im~yS%,7(E",lụt
美,び,beauty,JLPT_1 JLPT,Oi9jkr_JC,xinh đẹp
ひいては,ひいては,"not only…but also, in addition to, consequently",JLPT_1 JLPT,jOz98=%a=I,Đến lượt mình
ビールス,ビールス,virus,JLPT_1 JLPT,k4c<|hYsN{,vi-rút
控室,ひかえしつ,waiting room,JLPT_1 JLPT,y&_T~x>Y8R,phòng chờ
控える,ひかえる,to hold back; to make notes,JLPT_1 JLPT,v:A0($lqMw,điệp khúc
悲観,ひかん,"pessimism, disappointment",JLPT_1 JLPT,b5j5UZJ)]S,chủ nghĩa bi quan
引き上げる,ひきあげる,"to withdraw, to leave, to pull out",JLPT_1 JLPT,N^;oc:0[e;,Dừng lại
率いる,ひきいる,"to lead, to spearhead (a group), to command (troops)",JLPT_1 JLPT,puJ9X.qkPt,Dẫn đầu
引き起こす,ひきおこす,to cause,JLPT_1 JLPT,wH2wMsnzkj,gây ra
引下げる,ひきさげる,"to pull down, to lower, to reduce, to withdraw",JLPT_1 JLPT,M7FZ16-#)F,giảm bớt
引きずる,ひきずる,"to drag along, to pull, to prolong",JLPT_1 JLPT,qTp%jki[ap,lôi kéo
引取る,ひきとる,to take back; to adopt; to leave,JLPT_1 JLPT,bqG=Sz>mVR,Lấy
